RELATÓRIO DE VAGAS - JOINVILLE/SC
Período: 01/06/2026 a 29/06/2026
Gerado em: 29/06/2026 13:44
Total de vagas: 225
Administrativo: 9; | Operacional: 105; | Técnico: 6; | Geral: 105


🔴 ÚLTIMOS 7 DIAS - 49 vagas

Período;Categoria;Mês Ref.;Data;Hora;Cargo;Empresa;Cidade;Bairro;Salário;Horário;Contrato;Escolaridade;Email;WhatsApp;Telefone;Benefícios;Requisitos;Atividades;Experiência;Link Vaga;Link Mensagem;Fonte;Descrição
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;11/06/2026;17:52;Mais De;;Joinville/SC;América;;;MEI;;;(47) 99258-9312;;;;;;;https://t.me/c/1191506085/170954;Empregos Joinville e Região;ATENÇÃO, JOINVILLE E REGIÃO! MAIS DE 50 VAGAS PARA AUXILIAR DE PRODUÇÃO! INÍCIO IMEDIATO!Está procurando uma oportunidade para entrar no mercado de trabalho? Essa pode ser a sua chance!✅ Não exige experiência✅ Pode ser seu primeiro emprego✅ Fretado + benefícios✅ Turnos disponíveis: manhã, tarde e noite Conforme Artigo 390, as vagas são destinadas ao público masculino. Compareça na EMPLOYER RHRua Marechal Deodoro, 184 – Bairro América Leve:• Carteira de Trabalho Digital• Documentos pessoais• Demais documentos necessários Se aprovado na entrevista, você já será encaminhado para o exame médico!⚠ As vagas podem ser preenchidas a qualquer momento. Não deixe para depois! Dúvidas ou mais informações:WhatsApp: (47) 99258-9312 Seu próximo emprego pode começar hoje. Venha conversar com nossa equipe e garanta sua oportunidade!
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;11/06/2026;17:52;Vagas De Emprego;;Joinville/SC;Costa e Silva;;;;;;(47) 99189-3501;;✔ Insalubridade✔ Vale-alimentação✔ Vale-transporte✔ Adicional de assiduidade✔ Convênio farmácia✔ Plano odontológico♿ Todas as vagas são inclusivas e estão disponíveis para Pessoas com Deficiência (PcD). Interessados devem cadastrar-se pelo WhatsApp:(47) 99189-3501https://wa.me/5547991893501?text=VAG;;;;;https://t.me/c/1191506085/170953;Empregos Joinville e Região;VAGAS DE EMPREGO – JOINVILLE/SC | CONTRATAÇÃO IMEDIATA! SERVENTE DE LIMPEZA – PRESENCIAL✅ Vaga 1 Joinville/SC - Região Central Segundas e quartas-feiras Das 09h às 18h✅ Vaga 2 Joinville/SC - Região Costa e Silva Segunda a sexta-feira Das 08h ás 12:48h ✅ Vaga 3 Joinville/SC - Vaga Volante Segunda á sexta-feira Das 7h ás 16:48h✅ Vaga 4 Joinville/SC - Pirabeiraba Segunda á sexta-feira (sábado 4 horas) Das 6:45h ás 15:45h Benefícios:✔ Insalubridade✔ Vale-alimentação✔ Vale-transporte✔ Adicional de assiduidade✔ Convênio farmácia✔ Plano odontológico♿ Todas as vagas são inclusivas e estão disponíveis para Pessoas com Deficiência (PcD). Interessados devem cadastrar-se pelo WhatsApp:(47) 99189-3501https://wa.me/5547991893501?text=VAGAS
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;11/06/2026;17:52;Vaga Para;na função;Joinville/SC;;;;;;;;;;;;na função.;;https://t.me/c/1191506085/170948;Empregos Joinville e Região;Vaga para o Iririu!Precisa de Experiência na função.
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;11/06/2026;17:52;Oportunidades Inicio Imediato;;Joinville/SC;;;;;;;41 99999-1083;;;;;;;https://t.me/c/1191506085/170945;Empregos Joinville e Região;Oportunidades inicio imediato para Joinville! Entre em contato para 41 99999-1083
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;11/06/2026;17:52;Oportunidade De Emprego;equipe Sodexo na unidade Whirlpool;Joinville/SC;Distrito Industrial;;;;;;(47) 98815-1024;;;;;;;https://t.me/c/1191506085/170944;Empregos Joinville e Região;*OPORTUNIDADE DE EMPREGO!*Faça parte da equipe Sodexo na unidade Whirlpool!Oficial de Cozinha Turnos disponíveis:13h30 às 21h50 Escala 6x1(seg. a sex. + finais de semana alternados) Rua Dona Francisca, 7200 – Distrito Industrial Interessados chamar no WhatsApp:(47) 98815-1024
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;11/06/2026;17:52;Oportunidades Vagas Jovem;;Joinville/SC;;;;Jovem Aprendiz;;;;;;;;;;https://t.me/c/1191506085/170930;Empregos Joinville e Região;Oportunidades Vagas jovem aprendiz Britania Eletrodomésticos
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;11/06/2026;17:52;Vagas De Emprego;;Joinville/SC;Anita Garibaldi;;;;;;(47) 99189-3501;;✔ Insalubridade✔ Vale-alimentação✔ Vale-transporte✔ Adicional de assiduidade✔ Convênio farmácia✔ Plano odontológico♿ Todas as vagas são inclusivas e estão disponíveis para Pessoas com Deficiência (PcD). Interessados devem cadastrar-se pelo WhatsApp:(47) 99189-3501;;;;;https://t.me/c/1191506085/170916;Empregos Joinville e Região;VAGAS DE EMPREGO – JOINVILLE/SC | CONTRATAÇÃO IMEDIATA! SERVENTE DE LIMPEZA – PRESENCIAL✅ Vaga 1 Joinville/SC - Região Central Segundas e quartas-feiras Das 09h às 18h✅ Vaga 2 Joinville/SC - Região Costa e Silva Segunda a sexta-feira Das 08h ás 12:48h ✅ Vaga 3 Joinville/SC - Região Central Segunda a sexta-feira Das 12h às 20h✅ Vaga 4 Joinville/SC - Anita Garibaldi Escala 12x36 Das 07h às 19h✅ Vaga 5 Joinville/SC - Vaga Volante Segunda á sexta-feira Das 7h ás 16:48h Benefícios:✔ Insalubridade✔ Vale-alimentação✔ Vale-transporte✔ Adicional de assiduidade✔ Convênio farmácia✔ Plano odontológico♿ Todas as vagas são inclusivas e estão disponíveis para Pessoas com Deficiência (PcD). Interessados devem cadastrar-se pelo WhatsApp:(47) 99189-3501
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;11/06/2026;17:52;Vaga Para Serviços;Ketllen;Joinville/SC;Centro;;;MEI;;;;;;;;;;https://t.me/c/1191506085/170911;Empregos Joinville e Região;Vaga para Serviços Gerais Contratação por MEIEscala 6x1Salário 3200,00Joinville, Centro Watts 047-99910-1374Ketllen
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;11/06/2026;17:52;Sc Benefícios;Tipo de;Joinville/SC;;R$ 2.970,00;;CLT;;;;;"✅ Salário de R$ 2.970,00;✅ Auxílio mobilidade;✅ Plano de saúde após 3 meses, com coparticipação;✅ Seguro de vida;✅ Plano de metas com avaliação e premiação a cada 4 meses. Jornada de Trabalho: Segunda a quinta-feira, das 07h30 às 17h30; Sexta-feira, das 07h30 às 16h30; Intervalo de 1 hora para almoç";;;;;https://t.me/c/1191506085/170910;Empregos Joinville e Região;"*Almoxarife* Joinville - SC Benefícios:✅ Salário de R$ 2.970,00;✅ Auxílio mobilidade;✅ Plano de saúde após 3 meses, com coparticipação;✅ Seguro de vida;✅ Plano de metas com avaliação e premiação a cada 4 meses. Jornada de Trabalho: Segunda a quinta-feira, das 07h30 às 17h30; Sexta-feira, das 07h30 às 16h30; Intervalo de 1 hora para almoço. Modalidade: Presencial; Tipo de contratação: CLT Efetivo; Área profissional: Construção Civil. Aponte a câmera do celular para o QR Code: Clique aqui para se candidatar: https://bedinconsulting.selecty.com.br/vaga/76/vaga-para-almoxarife-em-joinville-sc-brasil Para mais vagas, siga no Instagram: @encontrarh_bedintalent @bedinsolutions Site: www.bedinconsulting.com#Almoxarife #Almoxarifado #ConstruçãoCivil #VagasJoinville #EmpregoSC #Oportunidade #BedinTalent #EncontraRH #JoinvilleSC"
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;11/06/2026;17:52;Vagas Noturnas;VagaNoturna;Joinville/SC;Atiradores;R$ 1.433,60;;;Médio Completo;;(47) 99765-0272;;;✔ Ter mais de 18 anos✔ Ensino médio completo✔ Não estar trabalhando atualmente Início imediato! Interessou? Entre em contato agora mesmo:(47) 99765-0272 – Luiz Marque alguém que está procurando uma oportunidade no período noturno!#VagaNoturna #Emprego #CallCenter #Oportunidade #Trabalho #Contratacao;;;;https://t.me/c/1191506085/170889;Empregos Joinville e Região;✨ VAGAS NOTURNAS – INÍCIO IMEDIATO!Está em busca de uma oportunidade no período da noite? Temos vagas abertas para Atendimento SAC Receptivo! Horários disponíveis: 20h às 02h 02h às 08h O que oferecemos:✔ Salário de R$ 1.433,60✔ Vale-alimentação de R$ 145,00✔ Bonificação após 3 meses✔ Escala 5x2✔ Adicional noturno de 25% para ambos os turnos, aumentando ainda mais os seus ganhos! Local: Presencial – Atiradores (BR Call Center) Requisitos:✔ Ter mais de 18 anos✔ Ensino médio completo✔ Não estar trabalhando atualmente Início imediato! Interessou? Entre em contato agora mesmo:(47) 99765-0272 – Luiz Marque alguém que está procurando uma oportunidade no período noturno!#VagaNoturna #Emprego #CallCenter #Oportunidade #Trabalho #ContratacaoImediata #Joinville
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;11/06/2026;17:52;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170876;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-vendedor-interno-televendas
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;11/06/2026;14:32;Dos Produtos Nas Gôndolas;;Joinville/SC;;;;Jovem Aprendiz;;;;;;;;;;https://t.me/c/1191506085/170860;Empregos Joinville e Região;"Vaga: Jovem Aprendiz Como será o seu dia a dia:- Organizar e realizar reposição dos produtos nas gôndolas, garantindo um ambiente limpo e organizado para o público;- Atendimento ao cliente, orientando nas compras e sempre entregando uma comunicação de qualidade;- Dar suporte as demandas dos vendedores e supervisores, contribuindo para um bom resultado no trabalho da equipe Horário de trabalho: Manhã ou tarde Local de trabalho: Shopping Mueller – Joinville/SC Oferecemos: Salário fixo Vale-transporte Convênio de desconto com Universidades"
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;11/06/2026;13:05;Vaga Para Inicio;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/170859;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;10/06/2026;13:29;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170720;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-vendedor-interno-televendas
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;10/06/2026;13:29;Vaga Auxiliar De;;Joinville/SC;;R$2.218,00;;;;;;;;;;passa para R$ 2.266,00 com vale transporte incluso desconto de 6% + 200,00 no cartão ajuda na alimentação + prêmio assiduidade.;;https://t.me/c/1191506085/170716;Empregos Joinville e Região;vaga auxiliar de produção no setor de montagemhorário das 05:42 as 15:00 de segunda a sextasalário inicial de R$2.218,00 após experiência passa para R$ 2.266,00 com vale transporte incluso desconto de 6% + 200,00 no cartão ajuda na alimentação + prêmio assiduidade.
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;10/06/2026;13:29;Vaga Para Inicio;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/170710;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;10/06/2026;13:29;Para Pedreiro Com Experiência;Preferência para quem tem locomoção;Joinville/SC;;;;;;;(47) 989050689;;;;;;;https://t.me/c/1191506085/170708;Empregos Joinville e Região;Vaga para PEDREIRO COM EXPERIÊNCIA.Preferência para quem tem locomoção.Chamar no whatsapp 47989050689
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;10/06/2026;13:29;Estamos Contratando Garçom;Estamos;Joinville/SC;;;;;;;(04) 799995666;;;;;;;https://t.me/c/1191506085/170704;Empregos Joinville e Região;Estamos contratando garçom e auxiliar de cozinha e cozinheira ou cozinheiro Avenida Getúlio Vargas 850 Adriano Lanches WhatsApp 047999956660
ÚLTIMOS 30 DIAS;Técnico;JUNE/2026;10/06/2026;13:29;Oportunidades Em Joinville;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170703;Empregos Joinville e Região;Oportunidades em Joinville/SCEstamos com vagas abertas para atuar em nossa matriz, em Joinville/SC. Se você busca desenvolvimento profissional, novos desafios e um ambiente colaborativo, confira as oportunidades: Analista de Contas a Pagar Jr https://clamed.gupy.io/jobs/11294655 Auditor(a) https://clamed.gupy.io/jobs/11104090 Analista Fiscal Sênior https://clamed.gupy.io/jobs/11438343 Desenvolvedor(a) de Sistemas Pleno https://clamed.gupy.io/jobs/11316581 Analista de Precificação Júnior https://clamed.gupy.io/jobs/11460135 Projetista https://clamed.gupy.io/jobs/11381960 Todas as oportunidades são presenciais em Joinville/SC.
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;10/06/2026;13:28;Acontece Amanhã;FEIRÃO DE;Joinville/SC;Pirabeiraba;;;;;;;;;;;;;https://t.me/c/1191506085/170670;Empregos Joinville e Região;ACONTECE AMANHÃ! Está procurando uma oportunidade de emprego? Essa pode ser a sua chance! FEIRÃO DE CONTRATAÇÃO – ORBENK 10/06/2026 Das 09h às 15h CRAS Pirabeiraba – Rua Joinville, 13500
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;10/06/2026;13:28;Feirão De Contratação;FEIRÃO DE;Joinville/SC;Centro;;;;;;;;oferecidos:* Vale alimentação* Vale transporte* Plano dental* Convênio farmácia* Convênio com universidades* Programa Sonhos♿ Todas as vagas também estão disponíveis para pessoas com deficiência (PCD). Não perca essa oportunidade!Venha fazer parte do Grupo Orbenk e garanta sua chance no mercado de t;;;;;https://t.me/c/1191506085/170660;Empregos Joinville e Região;FEIRÃO DE CONTRATAÇÃO – ORBENK Joinville/SC – Pirabeiraba 10/06/2026 Das 09h às 15h Local: CRAS Pirabeiraba – Rua Joinville, 13500 – Centro✨ Vagas disponíveis para início imediato:✔ Servente de Limpeza✔ Auxiliar de Serviços Gerais✔ Conservador de Fachada✔ Líder de Grupo – Limpeza Benefícios oferecidos:* Vale alimentação* Vale transporte* Plano dental* Convênio farmácia* Convênio com universidades* Programa Sonhos♿ Todas as vagas também estão disponíveis para pessoas com deficiência (PCD). Não perca essa oportunidade!Venha fazer parte do Grupo Orbenk e garanta sua chance no mercado de trabalho!
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;10/06/2026;13:28;Vaga Aberta;com atendimento;Joinville/SC;Atiradores;R$ 1.792,00;;PJ;Médio Completo;;(47) 98858-7631;;• Vale Alimentação de R$ 30,00 por dia útil• Vale Transporte• Convênio Odontológico• Gympass• Auxílio Creche• Day Off no aniversário• Estacionamento• Parcerias com farmácias e instituições de ensino• Ginástica laboral• Cesta básica ou mimo por assiduidade• Dia da fruta• Ambiente descontraído e colab;• Ensino Médio completo• Conhecimento básico em informática• Boa comunicação⭐ Experiência com telemarketing, call center, SAC, atendimento ao cliente, cobrança ou vendas será um diferencial. Interessados(as): (47) 98858-7631;;com atendimento, telemarketing, SAC, cobrança ou relacionamento com clientes?Estamos buscando profissionais comunicativos, organizados e com vontade de crescer para integrar nossa equipe. O que você f;;https://t.me/c/1191506085/170635;Empregos Joinville e Região;"VAGA ABERTA | ATENDIMENTO E NEGOCIAÇÃO COM CLIENTES PJ Atiradores | Joinville/SCVocê tem experiência com atendimento, telemarketing, SAC, cobrança ou relacionamento com clientes?Estamos buscando profissionais comunicativos, organizados e com vontade de crescer para integrar nossa equipe. O que você fará:• Contato com clientes empresariais (PJ);• Lembretes de vencimentos e negociações de pagamentos;• Emissão de boletos e faturas;• Acompanhamento de inadimplências;• Apoio nas rotinas administrativas do setor. Horário:Segunda a quinta-feira: 09h48 às 18hSexta-feira: 08h48 às 17h Remuneração:Salário fixo de R$ 1.792,00Premiação variável por atingimento de metasCampanhas internas com possibilidade de ganhos extras e viagens Benefícios:• Vale Alimentação de R$ 30,00 por dia útil• Vale Transporte• Convênio Odontológico• Gympass• Auxílio Creche• Day Off no aniversário• Estacionamento• Parcerias com farmácias e instituições de ensino• Ginástica laboral• Cesta básica ou mimo por assiduidade• Dia"
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;10/06/2026;13:28;Estamos Contratando Garçom;Estamos;Joinville/SC;;;;;;;(04) 799995666;;;;;;;https://t.me/c/1191506085/170626;Empregos Joinville e Região;Estamos contratando garçom e auxiliar de cozinha e cozinheira ou cozinheiro Avenida Getúlio Vargas 850 Adriano Lanches WhatsApp 047999956660
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;10/06/2026;13:28;Estamos Contratando;Estamos;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170617;Empregos Joinville e Região;Estamos contratando!Venha fazer parte do nosso time!
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;10/06/2026;13:28;Se Aqui;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170614;Empregos Joinville e Região;Candidate-se aqui: https://sysmaster.masterinfointernet.com/modulos/rh/recrutamento/vagas_publicas.php
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;09/06/2026;14:43;Estamos Contratando Cozinheiro;Estamos;Joinville/SC;;;;;;;(04) 799995666;;;;;;;https://t.me/c/1191506085/170572;Empregos Joinville e Região;Estamos contratando cozinheiro ou cozinheira auxiliar de cozinha e garçom avenida Getúlio Vargas 850 Adriano Lanches WhatsApp 047999956660Estamos contratando o dinheiro ou fugindo
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;09/06/2026;14:42;Oportunidades Vagas Britâniavagas;e curso atualizado;Joinville/SC;Pirabeiraba;;13h30 as 17h30Local: Britania CDRua Dona Francisca 12340, ba;;;;;;;;;e curso atualizado, CNH BProcesso Seletivo 08 e 09/06Horário: 13h30 as 17h30Local: Britania CDRua Dona Francisca 12340, bairro Pirabeiraba.Traga seu curriculum impresso e participe do processo seletiv;;https://t.me/c/1191506085/170564;Empregos Joinville e Região;Oportunidades Vagas BritâniaVagas em aberto para:Operador de Depósito Operador de Empilhadeira com experiência e curso atualizado, CNH BProcesso Seletivo 08 e 09/06Horário: 13h30 as 17h30Local: Britania CDRua Dona Francisca 12340, bairro Pirabeiraba.Traga seu curriculum impresso e participe do processo seletivo.Venha Bri.ta.niar!
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;09/06/2026;14:42;Operador De Loja;Agricopel está contratando;Joinville/SC;Atiradores;R$525,00.;segundo turno: 14:00h as 22:20h;;Médio Completo;;(47) 99738-8601;;;ensino médio completo.Somos mercado e conveniência Ponto Mime, localizado no bairro Atiradores.Trabalhamos aos finais de semana com escala.Aos interessados enviar um curriculum watzzap (47) 99738-8601 falar com Daniele / atenção ao entrar em contato ja envie seu currículum para facilitar o atendimen;;;;https://t.me/c/1191506085/170557;Empregos Joinville e Região;Empresa Agricopel está contratando.Vaga operador de loja.Vaga operacional.Horário segundo turno: 14:00h as 22:20h.Vaga feminina.Salário compatível com comércio $ Oferecemos cartão alimentação R$525,00.Necessário ensino médio completo.Somos mercado e conveniência Ponto Mime, localizado no bairro Atiradores.Trabalhamos aos finais de semana com escala.Aos interessados enviar um curriculum watzzap (47) 99738-8601 falar com Daniele / atenção ao entrar em contato ja envie seu currículum para facilitar o atendimento.#Temos #Vaga #Emprego #Comércio #Operador #Loja
ÚLTIMOS 30 DIAS;Técnico;JUNE/2026;09/06/2026;14:42;Vagas De Emprego;;Joinville/SC;;;;PJ;;;47 98863-1954;;;;;;;https://t.me/c/1191506085/170539;Empregos Joinville e Região;VAGAS DE EMPREGO – JOINVILLE Oportunidades disponíveis! Cargos• Auxiliar Técnico de Infraestrutura (TI)• Técnico de CFTV• Ajudante de Carga e Descarga• Eletricista de Caminhões• Auxiliar Mecânico (Latoeiro e Elétrica)• Operador de Acabamento• Motorista Carreteiro (CNH E)• Costureiro(a)• Analista de Logística• Operador de Torno – PJ• Operador de Corte – PJ Informações: 47 98863-1954
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;09/06/2026;14:42;De Trabalho;;Joinville/SC;;;;MEI;;;;;;;;;;https://t.me/c/1191506085/170502;Empregos Joinville e Região;MUTIRÃO DE VAGAS EM JOINVILLE! Está em busca de uma oportunidade de trabalho, recolocação profissional ou do seu primeiro emprego? Então essa oportunidade é para você!
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;09/06/2026;14:42;Oportunidade De Emprego;equipe Sodexo na unidade Whirlpool;Joinville/SC;Distrito Industrial;;;;;;(47) 98815-1024;;;;;;;https://t.me/c/1191506085/170497;Empregos Joinville e Região;OPORTUNIDADE DE EMPREGO!Faça parte da equipe Sodexo na unidade Whirlpool!Oficial de Cozinha Turnos disponíveis:13h30 às 21h50 Escala 6x1(seg. a sex. + finais de semana alternados) Rua Dona Francisca, 7200 – Distrito Industrial Interessados chamar no WhatsApp:(47) 98815-1024
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;09/06/2026;14:42;Temos Vagas Para;;Joinville/SC;Boa Vista;;;;;;;;;;;;;https://t.me/c/1191506085/170481;Empregos Joinville e Região;TEMOS VAGAS PARA AUXILAR DE LOGÍSTICA (OPERACIONAL) NO BAIRRO BOA VISTA.CONTATO ATRAVÉS DO WHATSAPP DO ANUNCIO.
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;09/06/2026;14:42;Vaga Para Inicio;Fornecida pela Empresa;Joinville/SC;;R$ 2250,00.;;;;;47 98489-5302;;;;;;;https://t.me/c/1191506085/170478;Empregos Joinville e Região;*VAGA PARA INICIO IMEDIATO*Segunda a Sexta Feira5:00 as 14:18 7:30 as 17:00*Salário:*R$ 2250,00.R$ 2300,00 *(Após 90 dias)**Prêmio Assiduidade:*•R$ 350,00 *(A partir da contratação)*. •Podendo chegar a R$500,00*(Conforme critérios estabelecidos pela empresa)**V.T ou Vale Combustível*(Não temos fretado)*Refeição:* Fornecida pela Empresa *(Sem custo para o funcionário)**Seguro de Vida:*Pago pela empresa*(Sem custo para o funcionário)*Interessados enviar o *PDF DA CARTEIRA DE TRABALHO* para 47 98489-5302
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;09/06/2026;14:42;Auxiliar De Expedição;Não exigida;Joinville/SC;América;R$ 2.262,54;;;Médio Completo;;(47) 99680-0136;;Vale-transporte Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Experiência: Não exigidaEscolaridade: Ensino médio completoPreferencialmente residir na Zona NorteNão exige CNH Benefícios:Vale-transporte Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136;Separar e contar embalagens para despachoReceber, conferir e armazenar materiaisAuxiliar na organização do estoquePreparar materiais para expediçãoApoiar as atividades logísticas da empresa Requisitos:Experiência: Não exigidaEscolaridade: Ensino médio completoPreferencialmente residir na Zona NorteNão exige CNH Benefícios:Vale-transporte Procure o SINE Joinville para mais informações:Rua do Prínci;Não exigidaEscolaridade: Ensino médio completoPreferencialmente residir na Zona NorteNão exige CNH Benefícios:Vale-transporte Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º ;;https://t.me/c/1191506085/170469;Empregos Joinville e Região;VAGA: AUXILIAR DE EXPEDIÇÃO 9069146 Local de trabalho: Joinville – América Salário: R$ 2.262,54 Horário: Segunda a sexta-feira – 08:00 às 12:00 e das 13:00 às 17:30 Atividades:Separar e contar embalagens para despachoReceber, conferir e armazenar materiaisAuxiliar na organização do estoquePreparar materiais para expediçãoApoiar as atividades logísticas da empresa Requisitos:Experiência: Não exigidaEscolaridade: Ensino médio completoPreferencialmente residir na Zona NorteNão exige CNH Benefícios:Vale-transporte Procure o SINE Joinville para mais informações:Rua do Príncipe, 330 – 11º andar (Edifício Manchester), Joinville/SC WhatsApp: (47) 99680-0136
ÚLTIMOS 30 DIAS;Geral;JUNE/2026;09/06/2026;14:42;E Venha Fazer Parte De Uma Grande Empresa;ESTAMOS;Joinville/SC;;;;MEI;Fundamental Incompleto;;(47) 99258-9312;;;ter experiência✅ Pode ser primeiro emprego ✅ Ensino fundamental incompleto✅ Fretado para todos os bairros de Joinville ✅ Vagas para 1º, 2º e 3º turno Entre em contato pelo WhatsApp:(47) 99258-9312 Ou compareça para entrevista presencial:EMPLOYER RH Rua Marechal Deodoro, 184 – Joinville Atendimento:0;;;;https://t.me/c/1191506085/170468;Empregos Joinville e Região;ESTAMOS CONTRATANDO ! MAIS DE 80 VAGAS ABERTAS EM JOINVILLE! ✅ Não é necessário ter experiência✅ Pode ser primeiro emprego ✅ Ensino fundamental incompleto✅ Fretado para todos os bairros de Joinville ✅ Vagas para 1º, 2º e 3º turno Entre em contato pelo WhatsApp:(47) 99258-9312 Ou compareça para entrevista presencial:EMPLOYER RH Rua Marechal Deodoro, 184 – Joinville Atendimento:07h30 às 12h0013h00 às 16h00Não perca tempo! Encaminhe para quem está procurando uma oportunidade e venha fazer parte de uma grande empresa.#VagasJoinville #EmpregoJoinville #AuxiliarDeProdução #OportunidadeDeEmprego #VagasSC EmployerRH
ÚLTIMOS 30 DIAS;Administrativo;JUNE/2026;09/06/2026;14:42;Analista De Recursos Humanos;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170467;Empregos Joinville e Região;*Analista de Recursos Humanos* Joinville - SC Aponte a câmera do celular para o QR Code ou Clique aqui para se candidatar: https://bedinconsulting.selecty.com.br/vaga/285/vaga-para-analista-de-recursos-humanos-em-joinville-sc-brasil Fique por dentro das nossas vagas!Siga nosso canal no WhatsApp e acompanhe as oportunidades atualizadas:https://whatsapp.com/channel/0029VbC0FmvEawdnD6IhYc1Q Para mais vagas, siga no Instagram: @encontrarh_bedintalent @bedinsolutions
ÚLTIMOS 30 DIAS;Operacional;JUNE/2026;09/06/2026;14:42;Vendedor;;Joinville/SC;;;;;;;;;;;;;;https://t.me/c/1191506085/170466;Empregos Joinville e Região;https://jobs.recrutei.com.br/bm-vagas/vacancy/144561-311-vendedor-interno-televendas
